Incident No,Business Unit,Site,City,Latitude (Site),Longitude (Site),State,Country,Damage Type,Damaged Item,Date and Time of Incident,Impacted Person,Incident Cause,Incident Description,Incident Severity,Incident Type,Reported By,Worker Type,Lost Hours,Reporting Time
11572,Maintenance,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,21/03/2022 14:02,,Ill Health,Description 16463,Minor,Near Miss,Varrity Map,Permanent,,35
12141,Maintenance,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,05/02/2020 10:30,,Ill Health,Description 4523,Minor,Near Miss,Vic Teaball,Permanent,,18
12493,Maintenance,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,16/02/2022 08:30,,Ill Health,Description 15839,Minor,Near Miss,Vic Teaball,Permanent,,47
12500,Maintenance,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,12/04/2021 09:25,,Ill Health,Description 10855,Minor,Near Miss,Vic Teaball,Permanent,,24
22776,Maintenance,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,12/08/2020 08:07,,Ill Health,Description 6567,Minor,Near Miss,Vic Teaball,Permanent,,48
16476,Maintenance,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,03/11/2021 07:57,,Ill Health,Description 14195,Minor,Near Miss,Vic Teaball,Permanent,,57
19260,Maintenance,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,30/11/2021 08:04,,Ill Health,Description 14619,Minor,Near Miss,Vic Teaball,Permanent,,16
20911,Maintenance,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,11/01/2022 06:15,,Ill Health,Description 14955,Minor,Near Miss,Vic Teaball,Permanent,,53
22061,Maintenance,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,24/02/2022 10:30,,Ill Health,Description 15999,Minor,Near Miss,Vic Teaball,Permanent,,33
27197,Maintenance,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,19/03/2022 12:33,,Ill Health,Description 16527,Minor,Near Miss,Vic Teaball,Permanent,,39
29031,Maintenance,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,01/08/2022 13:00,,Ill Health,Description 18887,Minor,Near Miss,Vic Teaball,Permanent,,27
19375,Maintenance,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,10/06/2021 08:57,,Ill Health,Description 12211,Minor,Near Miss,Warren Organ,Permanent,,57
16142,Maintenance,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,23/06/2021 12:51,,Ill Health,Description 12263,Minor,Near Miss,Warren Organ,Permanent,,31
39483,Maintenance,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,20/10/2022 19:30,,Ill Health,Description 20123,Minor,Near Miss,Warren Organ,Permanent,,57
9619,Maintenance,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,11/03/2020 09:00,,Ill Health,Description 5423,Minor,Near Miss,Warren Organ,Permanent,,39
9757,Maintenance,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,29/03/2021 09:00,,Ill Health,Description 10775,Minor,Near Miss,Warren Organ,Permanent,,17
20555,Maintenance,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,16/04/2022 10:57,,Ill Health,Description 17015,Minor,Near Miss,Warren Organ,Permanent,,32
29927,Maintenance,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,17/11/2022 09:00,,Ill Health,Description 20611,Minor,Near Miss,Warren Organ,Permanent,,36
14349,Maintenance,Coleford,Swindon,51.58384844,-1.656880583,England,United Kingdom,,,26/01/2023 06:00,,Ill Health,Description 21567,Minor,Near Miss,Warren Organ,Permanent,,47
14446,Maintenance,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,13/10/2022 14:30,,Ill Health,Description 20023,Minor,Near Miss,Yvonne Wryly,Permanent,,55
14807,Maintenance,Kirton - Depot,York,53.99803631,-1.175444038,England,United Kingdom,,,11/11/2022 10:09,,Ill Health,Description 20623,Minor,Near Miss,Yvonne Wryly,Permanent,,19
20416,Maintenance,Desford - Depot,Maidstone,51.25889583,0.498137934,England,United Kingdom,,,28/06/2022 05:18,,Ill Health,Description 18243,Minor,Near Miss,Yvonne Wryly,Permanent,,33
27549,Maintenance,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,04/07/2022 13:26,,Ill Health,Description 18427,Minor,Property Damage Incident,Ray Purchase,Permanent,,52
35838,Maintenance,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,23/11/2020 07:45,,Ill Health,Description 8259,Minor,Property Damage Incident,Ricky Seasack,Permanent,,46
36029,Maintenance,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,06/03/2023 17:00,,Ill Health,Description 22419,Minor,Property Damage Incident,Sam Mendlips,Permanent,,18
37699,Maintenance,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,16/09/2021 09:03,,Ill Health,Description 13523,Minor,Property Damage Incident,Yvonne Wryly,Permanent,,47
38383,Maintenance,Measham - Depot,Sheffield,53.41265531,-1.577202164,England,United Kingdom,,,18/11/2021 11:30,,Ill Health,Description 14479,Minor,Vehicle Incident,Jon Hamm,Permanent,,10
40049,Maintenance,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,30/11/2021 08:00,,Ill Health,Description 14723,Minor,Vehicle Incident,Penny Traitor,Permanent,,30
40248,Maintenance,Milton - Depot,Malton,54.16538543,-0.825985783,England,United Kingdom,,,16/02/2022 12:01,,Ill Health,Description 15959,Minor,Vehicle Incident,Penny Traitor,Permanent,,58
10767,Maintenance,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,17/06/2022 17:00,,Ill Health,Description 18007,Minor,Vehicle Incident,Russ Nightlife,Permanent,,55
11745,Maintenance,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,10/03/2023 14:18,,Ill Health,Description 22427,Minor,Vehicle Incident,Susan Random,Permanent,,20
17251,Maintenance,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,19/02/2021 14:11,,Ill Health,Description 9863,Minor,Work Observation,Axel Jacklin,Permanent,,27
18104,Maintenance,Hams Hall - Depot,Luton,51.92515717,-0.39278232,England,United Kingdom,,,19/05/2021 07:15,,Ill Health,Description 11623,Minor,Work Observation,Jill Fan,Permanent,,40
18259,Maintenance,Measham - Depot,Sheffield,53.41265531,-1.577202164,England,United Kingdom,,,13/11/2020 09:07,,Ill Health,Description 8291,Minor,Work Observation,Ty Mammoth,Permanent,,45
32429,Maintenance,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,Cuts / Laceration,Face,25/11/2020 13:57,,Ill Health,Description 8307,Minor,Injury/Illness,Nan Slack,Agency,,28
36098,Maintenance,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,Other,Ankle,01/04/2022 09:30,,Ill Health,Description 17095,Minor,Injury/Illness,Kate Fear,Agency,,16
42481,Maintenance,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,Bruising,Finger,12/02/2021 11:54,Luke Paton,Ill Health,Description 9675,Minor,Injury/Illness,Brooke Hooberman,Permanent,,49
10496,Maintenance,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,Bruising,Face,22/11/2022 09:00,Daniel Hrkalovic,Ill Health,Description 20759,Minor,Injury/Illness,Jill Fan,Permanent,,57
10830,Maintenance,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,Crushing,Finger,12/05/2022 14:45,Stuart Hodgkin,Ill Health,Description 17367,Minor,Injury/Illness,Des Wigwam,Permanent,,46
11065,Maintenance,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,Sprain/Strain,Knee,20/04/2021 11:00,Darren Vines,Ill Health,Description 11015,Minor,Injury/Illness,Russ Nightlife,Permanent,312,50
13405,Maintenance,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,18/02/2020 14:09,,Ill Health,Description 4795,Minor,Near Miss,Kate Fear,Permanent,,25
10600,Maintenance,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,Bruising,Head,29/01/2020 07:30,Luke Carrington-Porter,Ill Health,Description 4335,Minor,Injury/Illness,Nan Slack,Permanent,,32
7624,Maintenance,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,Sprain/Strain,Lower Back,05/02/2020 09:40,Martin Wilmer,Ill Health,Description 4547,Minor,Injury/Illness,Warren Organ,Permanent,,24
12368,Maintenance,Installations,Newmarket,52.2290161,0.417220927,England,United Kingdom,Cuts / Laceration,Shoulder,12/02/2020 12:00,,Ill Health,Description 4763,Minor,Injury/Illness,Varrity Map,Subcontractor,,26
9417,Maintenance,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,02/03/2022 07:11,,Ill Health,Description 16095,Minor,Near Miss,Ricky Seasack,Permanent,,15
19193,Maintenance,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,Cuts / Laceration,Finger,06/10/2021 15:20,,Ill Health,Description 13795,Minor,Injury/Illness,Susan Random,Contractor,,52
19626,Maintenance,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,Cuts / Laceration,Finger,20/07/2020 17:30,Ricky Newell,Ill Health,Description 6243,Minor,Injury/Illness,Jill Fan,Permanent,,15
24666,Maintenance,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,Other,Lower Back,04/01/2023 20:30,Lee McDermid,Ill Health,Description 21219,Minor,Injury/Illness,Jenny Jet,Permanent,,41
8885,Maintenance,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,28/06/2021 12:03,,Ill Health,Description 12331,Minor,Near Miss,Axel Jacklin,Permanent,,38
15337,Maintenance,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,25/07/2021 15:08,,Ill Health,Description 12787,Minor,Near Miss,Betty Pimples,Permanent,,29
33112,Maintenance,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,26/02/2023 08:59,,Ill Health,Description 22163,Minor,Near Miss,Cliff Bonanza,Permanent,,51
28921,Maintenance,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,18/01/2022 08:00,,Ill Health,Description 15071,Minor,Near Miss,Forrest Ash,Permanent,,47
17831,Maintenance,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,06/12/2022 09:00,,Ill Health,Description 20959,Minor,Near Miss,Sookie Houseboat,Permanent,,18
10510,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,28/02/2023 09:13,,Ill Health,Description 22164,Minor,Environmental Incident,Nan Slack,Permanent,,35
11389,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,17/11/2020 13:37,,Ill Health,Description 8160,Minor,Environmental Incident,Radish Horror,Permanent,,39
11510,Site Activity,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,01/06/2021 10:00,,Ill Health,Description 11924,Minor,Environmental Incident,Sam Mendlips,Permanent,,40
11898,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,25/10/2022 09:32,,Ill Health,Description 20236,Minor,Environmental Incident,Sam Mendlips,Permanent,,12
11917,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,13/06/2022 08:47,,Ill Health,Description 17900,Minor,Environmental Incident,Warren Organ,Permanent,,27
11992,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,06/07/2022 15:30,,Ill Health,Description 18480,Minor,Environmental Incident,Warren Organ,Permanent,,14
12339,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,06/01/2021 07:53,,Ill Health,Description 9292,Minor,Near Miss,,Permanent,,31
13008,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,22/01/2021 08:29,,Ill Health,Description 9220,Minor,Near Miss,,Permanent,,10
14183,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,15/12/2021 11:30,,Ill Health,Description 14848,Minor,Near Miss,Axel Jacklin,Permanent,,55
9198,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,14/02/2023 10:46,,Ill Health,Description 21964,Minor,Near Miss,Axel Jacklin,Permanent,,18
16699,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,13/01/2021 07:30,,Ill Health,Description 8960,Minor,Near Miss,Axel Jacklin,Permanent,,27
36028,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,17/08/2021 09:30,,Ill Health,Description 13076,Minor,Near Miss,Axel Jacklin,Permanent,,15
18196,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,07/12/2021 12:30,,Ill Health,Description 14708,Minor,Near Miss,Axel Jacklin,Permanent,,25
24306,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,20/01/2022 10:30,,Ill Health,Description 15148,Minor,Near Miss,Axel Jacklin,Permanent,,42
16562,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,25/01/2022 12:30,,Ill Health,Description 15232,Minor,Near Miss,Axel Jacklin,Permanent,,17
10851,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,01/02/2022 10:30,,Ill Health,Description 15412,Minor,Near Miss,Axel Jacklin,Permanent,,14
32712,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,12/02/2020 09:32,,Ill Health,Description 4752,Minor,Near Miss,Axel Jacklin,Permanent,,36
23193,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,16/03/2020 14:00,,Ill Health,Description 5512,Minor,Near Miss,Axel Jacklin,Permanent,,26
9803,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,25/02/2020 04:54,,Ill Health,Description 4968,Minor,Near Miss,Axel Jacklin,Permanent,,10
20777,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,14/12/2021 08:00,,Ill Health,Description 14788,Minor,Near Miss,Axel Jacklin,Permanent,,20
23607,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,10/01/2020 09:10,,Ill Health,Description 3840,Minor,Near Miss,Axel Jacklin,Permanent,,16
28519,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,29/06/2021 12:09,,Ill Health,Description 12332,Minor,Near Miss,Axel Jacklin,Permanent,,44
39723,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,25/02/2021 00:00,,Ill Health,Description 10052,Minor,Near Miss,Axel Jacklin,Permanent,,12
9811,Site Activity,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,05/03/2022 13:41,,Ill Health,Description 16184,Minor,Near Miss,Basil Jet,Permanent,,43
20198,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,16/02/2022 09:54,,Ill Health,Description 15856,Minor,Near Miss,Basil Jet,Permanent,,57
29056,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,08/01/2020 06:43,,Ill Health,Description 3816,Minor,Near Miss,Basil Jet,Permanent,,42
23576,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,24/06/2020 10:17,,Ill Health,Description 5952,Minor,Near Miss,Basil Jet,Permanent,,58
37159,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,04/08/2020 07:11,,Ill Health,Description 6468,Minor,Near Miss,Basil Jet,Permanent,,25
40231,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,09/10/2021 06:38,,Ill Health,Description 13824,Minor,Near Miss,Basil Jet,Permanent,,53
15668,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,10/01/2022 06:30,,Ill Health,Description 14940,Minor,Near Miss,Basil Jet,Permanent,,14
19234,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,11/07/2022 04:00,,Ill Health,Description 18552,Minor,Near Miss,Basil Jet,Permanent,,32
19469,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,22/07/2022 00:00,,Ill Health,Description 18736,Minor,Near Miss,Basil Jet,Permanent,,38
22458,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,17/02/2023 12:31,,Ill Health,Description 21988,Minor,Near Miss,Basil Jet,Permanent,,57
23600,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,03/01/2022 13:06,,Ill Health,Description 14936,Minor,Near Miss,Basil Jet,Permanent,,35
24091,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,11/05/2022 08:00,,Ill Health,Description 17356,Minor,Near Miss,Bentley Kenneth,Permanent,,51
25086,Site Activity,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,23/02/2022 08:00,,Ill Health,Description 16056,Minor,Near Miss,Betty Pimples,Permanent,,17
14067,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,07/07/2022 08:00,,Ill Health,Description 18548,Minor,Near Miss,Betty Pimples,Permanent,,29
9474,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,07/05/2021 09:00,,Ill Health,Description 11440,Minor,Near Miss,Betty Pimples,Permanent,,46
11001,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,03/06/2021 10:39,,Ill Health,Description 11908,Minor,Near Miss,Betty Pimples,Permanent,,18
12379,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,05/10/2021 07:21,,Ill Health,Description 13800,Minor,Near Miss,Betty Pimples,Permanent,,26
24336,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,20/02/2022 08:55,,Ill Health,Description 15900,Minor,Near Miss,Betty Pimples,Permanent,,60
25142,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,12/04/2022 09:04,,Ill Health,Description 17008,Minor,Near Miss,Betty Pimples,Permanent,,58
41938,Site Activity,Cradley,Reading,51.49602493,-1.038279343,England,United Kingdom,,,22/03/2021 09:57,,Ill Health,Description 10484,Minor,Near Miss,Betty Pimples,Permanent,,54
32218,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,30/01/2020 16:02,,Ill Health,Description 4392,Minor,Near Miss,Brooke Hooberman,Permanent,,57
10211,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,03/06/2022 09:21,,Ill Health,Description 17992,Minor,Near Miss,Brooke Hooberman,Permanent,,35
12384,Site Activity,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,07/06/2022 09:50,,Ill Health,Description 18000,Minor,Near Miss,Brooke Hooberman,Permanent,,42
19160,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,14/01/2020 11:30,,Ill Health,Description 4000,Minor,Near Miss,Brooke Hooberman,Permanent,,58
19030,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,27/07/2020 23:00,,Ill Health,Description 6460,Minor,Near Miss,Brooke Hooberman,Permanent,,36
16866,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,17/02/2020 08:30,,Ill Health,Description 4784,Minor,Near Miss,Charles Bonus,Permanent,,23
19806,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,04/09/2020 07:30,,Ill Health,Description 6896,Minor,Near Miss,Charles Bonus,Permanent,,10
13910,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,21/07/2021 08:00,,Ill Health,Description 12724,Minor,Near Miss,Charles Bonus,Permanent,,59
24334,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,08/09/2022 11:30,,Ill Health,Description 19476,Minor,Near Miss,Charles Bonus,Permanent,,18
39970,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,03/07/2021 09:00,,Ill Health,Description 12400,Minor,Near Miss,Charles Bonus,Permanent,,39
11807,Site Activity,Coleford,Swindon,51.58384844,-1.656880583,England,United Kingdom,,,05/10/2022 08:25,,Ill Health,Description 19920,Minor,Near Miss,Charles Bonus,Permanent,,56
36168,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,07/02/2020 09:00,,Ill Health,Description 4600,Minor,Near Miss,Clancy Moped,Permanent,,41
24707,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,03/09/2020 12:47,,Ill Health,Description 7432,Minor,Near Miss,Clancy Moped,Permanent,,58
25640,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,05/11/2020 16:03,,Ill Health,Description 8076,Minor,Near Miss,Clancy Moped,Permanent,,55
9745,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,10/01/2021 12:01,,Ill Health,Description 9072,Minor,Near Miss,Clancy Moped,Permanent,,60
29702,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,29/01/2022 10:00,,Ill Health,Description 15440,Minor,Near Miss,Clancy Moped,Permanent,,37
11840,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,17/01/2023 09:30,,Ill Health,Description 21492,Minor,Near Miss,Clancy Moped,Permanent,,48
11911,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,02/08/2021 10:31,,Ill Health,Description 12856,Minor,Near Miss,Clancy Moped,Permanent,,27
12615,Site Activity,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,13/02/2020 10:08,,Ill Health,Description 4756,Minor,Near Miss,Clem Fandango,Permanent,,35
17067,Site Activity,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,10/11/2020 15:00,,Ill Health,Description 7968,Minor,Near Miss,Clem Fandango,Permanent,,18
21578,Site Activity,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,16/02/2023 05:32,,Ill Health,Description 22040,Minor,Near Miss,Clem Fandango,Permanent,,35
17724,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,19/05/2022 22:30,,Ill Health,Description 17580,Minor,Near Miss,Clem Fandango,Permanent,,39
12649,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,07/07/2022 10:31,,Ill Health,Description 18500,Minor,Near Miss,Clem Fandango,Permanent,,57
38460,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,31/01/2022 12:22,,Ill Health,Description 15368,Minor,Near Miss,Clem Fandango,Permanent,,19
19304,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,24/04/2021 12:00,,Ill Health,Description 11100,Minor,Near Miss,Cliff Bonanza,Permanent,,28
28093,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,29/06/2022 02:00,,Ill Health,Description 18364,Minor,Near Miss,Cliff Bonanza,Permanent,,45
28213,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,20/09/2022 07:30,,Ill Health,Description 19684,Minor,Near Miss,Des Wigwam,Permanent,,34
31550,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,28/09/2022 12:15,,Ill Health,Description 19836,Minor,Near Miss,Des Wigwam,Permanent,,27
42813,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,09/01/2021 10:20,,Ill Health,Description 8916,Minor,Near Miss,Des Wigwam,Permanent,,56
9971,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,16/06/2021 07:13,,Ill Health,Description 12116,Minor,Near Miss,Des Wigwam,Permanent,,27
19402,Site Activity,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,20/07/2022 10:18,,Ill Health,Description 18720,Minor,Near Miss,Des Wigwam,Permanent,,23
10299,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,20/11/2020 18:30,,Ill Health,Description 8612,Minor,Near Miss,Des Wigwam,Permanent,,11
37774,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,22/07/2021 08:06,,Ill Health,Description 12732,Minor,Near Miss,Des Wigwam,Permanent,,40
14042,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,15/09/2022 10:10,,Ill Health,Description 19616,Minor,Near Miss,Des Wigwam,Permanent,,56
14729,Site Activity,Birmingham Lab,Winchester,51.10716357,-1.219825374,England,United Kingdom,,,27/09/2021 14:21,,Ill Health,Description 13656,Minor,Near Miss,Des Wigwam,Permanent,,58
15108,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,29/09/2022 10:00,,Ill Health,Description 19808,Minor,Near Miss,Dinky Frinkbuster,Permanent,,34
18413,Site Activity,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,09/04/2022 10:30,,Ill Health,Description 16820,Minor,Near Miss,Dinky Frinkbuster,Permanent,,43
24344,Site Activity,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,29/09/2022 08:21,,Ill Health,Description 19776,Minor,Near Miss,Dinky Frinkbuster,Permanent,,25
35586,Site Activity,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,25/07/2022 10:31,,Ill Health,Description 18884,Minor,Near Miss,Duncan Clench,Permanent,,46
37753,Site Activity,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,16/08/2021 12:30,,Ill Health,Description 13060,Minor,Near Miss,Duncan Clench,Permanent,,47
37903,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,05/09/2021 05:30,,Ill Health,Description 13348,Minor,Near Miss,Duncan Clench,Permanent,,32
38798,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,21/02/2022 10:00,,Ill Health,Description 15948,Minor,Near Miss,Duncan Clench,Permanent,,21
7698,Site Activity,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,08/12/2020 13:12,,Ill Health,Description 8608,Minor,Near Miss,Forrest Ash,Permanent,,58
12627,Site Activity,Thatcham - Depot,Bath,51.36203534,-2.352306051,England,United Kingdom,,,29/10/2021 15:20,,Ill Health,Description 14136,Minor,Near Miss,Forrest Ash,Permanent,,21
16528,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,13/03/2021 11:00,,Ill Health,Description 10344,Minor,Near Miss,Forrest Ash,Permanent,,55
13646,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,16/05/2022 10:30,,Ill Health,Description 17448,Minor,Near Miss,Forrest Ash,Permanent,,33
14137,Site Activity,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,03/11/2022 07:00,,Ill Health,Description 20320,Minor,Near Miss,Forrest Ash,Permanent,,14
14745,Site Activity,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,23/03/2021 15:02,,Ill Health,Description 10584,Minor,Near Miss,Forrest Ash,Permanent,,44
